SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
43907,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43907,PO6641115253,10-4020-000342,29791,275,2,792,792,5,4835,68422Vi25408,NULL,14660.3024,1407.7759,439.93,16508.0083,NULL,4cfdec28-e963-4a6f-b3fa-6f95a187c6e7,2011-07-08 00:00:00.000
43908,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43908,PO6670111729,10-4020-000432,29731,275,2,802,802,5,161,108440Vi848,NULL,2561.5408,246.3213,76.9754,2884.8375,NULL,5da55856-ef8c-4a3c-910f-1fd7fd8a6945,2011-07-08 00:00:00.000
43909,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43909,PO7221199520,10-4020-000326,29787,283,1,869,869,5,11815,98465Vi61077,NULL,25493.3215,2461.1244,769.1014,28723.5473,NULL,6ed53dd5-87bb-49fd-9431-6f0df9d9c72d,2011-07-08 00:00:00.000
43910,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43910,PO7598186753,10-4020-000045,29963,279,5,913,913,5,8103,68484Vi41999,NULL,19411.9336,1867.3968,583.5615,21862.8919,NULL,a62af14d-62e0-482c-a10f-ded5ef75712f,2011-07-08 00:00:00.000
43911,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43911,PO7627190040,10-4020-000433,29617,280,1,880,880,5,10270,108496Vi53004,NULL,19734.8665,1896.6545,592.7045,22224.2255,NULL,ea7ba0ce-fc7c-4cfc-b88b-3779be2a47e4,2011-07-08 00:00:00.000
43912,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43912,PO7656175368,10-4020-000403,29853,276,4,1056,1056,5,12177,108504Vi62954,NULL,13078.2699,1258.9537,393.423,14730.6466,NULL,4d0b2265-2cdd-4f0f-b18c-48a57d2247aa,2011-07-08 00:00:00.000
43913,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43913,PO7830112696,10-4020-000040,29774,277,4,564,564,5,15798,28527Vi81672,NULL,36724.0974,3522.2975,1100.718,41347.1129,NULL,d8d3156a-d20b-48d2-8709-b49518746a2d,2011-07-08 00:00:00.000
43914,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43914,PO7917120732,10-4020-000401,29521,281,1,1054,1054,5,1660,78545Vi8518,NULL,8152.776,782.4537,244.5168,9179.7465,NULL,a7c49f62-7981-4c0d-8fe2-3b914e587db6,2011-07-08 00:00:00.000
43915,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43915,PO8932129717,10-4020-000287,29688,275,3,785,785,5,11781,78621Vi60933,NULL,4049.988,388.7988,121.4996,4560.2864,NULL,d8bb436e-7a85-47e4-a485-2af6bfc8f96f,2011-07-08 00:00:00.000
43916,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43916,PO8874186100,10-4020-000348,29511,276,3,1046,1046,5,6264,18665Vi32553,NULL,39450.7884,3788.8057,1184.0018,44423.5959,NULL,f1863a34-d9ac-41dd-8441-422409c2ccb8,2011-07-08 00:00:00.000
43917,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43917,PO8816199739,10-4020-000218,29885,283,1,857,857,5,2470,108692Vi12864,NULL,21356.1593,2050.8186,640.8808,24047.8587,NULL,27c6df7d-cb73-40bd-b492-df2be6ef335e,2011-07-08 00:00:00.000
43918,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,1,SO43918,NULL,10-4030-022041,22041,NULL,6,18086,18086,1,11637,530232Vi60125,407,3578.27,286.2616,89.4568,3953.9884,NULL,d68e9ca3-5a69-4385-a43c-f59b43ad6f5f,2011-07-08 00:00:00.000
43919,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,1,SO43919,NULL,10-4030-012124,12124,NULL,7,27575,27575,1,19192,631132Vi99723,411,3578.27,286.2616,89.4568,3953.9884,NULL,2cc3fcd1-cefa-483d-b8ce-38183f61b1a1,2011-07-08 00:00:00.000
43920,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,1,SO43920,NULL,10-4030-028066,28066,NULL,4,27151,27151,1,13339,1031889Vi69165,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,bb588cc6-e394-4a72-9ee4-9eec481d8115,2011-07-08 00:00:00.000
43921,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,1,SO43921,NULL,10-4030-016743,16743,NULL,9,18516,18516,1,1714,1234555Vi8808,405,3578.27,286.2616,89.4568,3953.9884,NULL,6968eec2-6fce-4b61-8933-918a9bb1a01c,2011-07-08 00:00:00.000
43922,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,1,SO43922,NULL,10-4030-013546,13546,NULL,8,26226,26226,1,10141,1035730Vi52301,409,3578.27,286.2616,89.4568,3953.9884,NULL,52e4d258-5db7-4a7f-be0a-991b0850aacb,2011-07-08 00:00:00.000
43923,8,2011-07-02 00:00:00.000,2011-07-14 00:00:00.000,2011-07-09 00:00:00.000,5,1,SO43923,NULL,10-4030-028018,28018,NULL,4,28877,28877,1,9202,1130221Vi47469,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,efe04bc6-b585-46cb-88de-5b8b3e978a47,2011-07-09 00:00:00.000
43924,8,2011-07-02 00:00:00.000,2011-07-14 00:00:00.000,2011-07-09 00:00:00.000,5,1,SO43924,NULL,10-4030-012132,12132,NULL,7,29716,29716,1,NULL,NULL,424,3578.27,286.2616,89.4568,3953.9884,NULL,50fcbe8f-d347-4e68-a86b-b4bc1b5fc6fa,2011-07-09 00:00:00.000
43925,8,2011-07-02 00:00:00.000,2011-07-14 00:00:00.000,2011-07-09 00:00:00.000,5,1,SO43925,NULL,10-4030-016661,16661,NULL,9,28478,28478,1,16992,234532Vi88181,418,3578.27,286.2616,89.4568,3953.9884,NULL,f3c294ae-45ed-4fc7-892a-26584bb7ce11,2011-07-09 00:00:00.000
43926,8,2011-07-03 00:00:00.000,2011-07-15 00:00:00.000,2011-07-10 00:00:00.000,5,1,SO43926,NULL,10-4030-011055,11055,NULL,9,18542,18542,1,17432,734127Vi90607,431,3374.99,269.9992,84.3748,3729.364,NULL,887456a5-63b6-4a40-906c-0d6c1385798b,2011-07-10 00:00:00.000
43927,8,2011-07-03 00:00:00.000,2011-07-15 00:00:00.000,2011-07-10 00:00:00.000,5,1,SO43927,NULL,10-4030-016662,16662,NULL,9,26702,26702,1,10726,734533Vi55385,431,3578.27,286.2616,89.4568,3953.9884,NULL,398f1ad5-d81e-46a1-ae4e-2878a6866de9,2011-07-10 00:00:00.000
43928,8,2011-07-03 00:00:00.000,2011-07-15 00:00:00.000,2011-07-10 00:00:00.000,5,1,SO43928,NULL,10-4030-016740,16740,NULL,9,14404,14404,1,14446,934552Vi74889,431,3578.27,286.2616,89.4568,3953.9884,NULL,755f8809-8e81-4aa0-9b63-799361b69229,2011-07-10 00:00:00.000
43929,8,2011-07-03 00:00:00.000,2011-07-15 00:00:00.000,2011-07-10 00:00:00.000,5,1,SO43929,NULL,10-4030-025270,25270,NULL,9,25405,25405,1,6963,435428Vi36220,431,699.0982,55.9279,17.4775,772.5036,NULL,e1989162-9428-464a-bb27-808c3a7676f3,2011-07-10 00:00:00.000
43930,8,2011-07-04 00:00:00.000,2011-07-16 00:00:00.000,2011-07-11 00:00:00.000,5,1,SO43930,NULL,10-4030-028038,28038,NULL,4,28267,28267,1,18586,630226Vi96608,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,c3db9b94-59d9-4cb8-87f4-bd4a7ae75d3f,2011-07-11 00:00:00.000
43931,8,2011-07-04 00:00:00.000,2011-07-16 00:00:00.000,2011-07-11 00:00:00.000,5,1,SO43931,NULL,10-4030-013548,13548,NULL,8,17636,17636,1,6819,1131029Vi35534,448,3578.27,286.2616,89.4568,3953.9884,NULL,cd3fbbf5-e7da-45a9-aa53-1fa296db312a,2011-07-11 00:00:00.000
43932,8,2011-07-04 00:00:00.000,2011-07-16 00:00:00.000,2011-07-11 00:00:00.000,5,1,SO43932,NULL,10-4030-016741,16741,NULL,9,26403,26403,1,269,1034553Vi1404,444,3578.27,286.2616,89.4568,3953.9884,NULL,7930cb6c-af76-47c5-8b3f-b178448e9981,2011-07-11 00:00:00.000
43933,8,2011-07-04 00:00:00.000,2011-07-16 00:00:00.000,2011-07-11 00:00:00.000,5,1,SO43933,NULL,10-4030-011031,11031,NULL,9,22987,22987,1,18382,135110Vi95514,444,3399.99,271.9992,84.9998,3756.989,NULL,c72293bc-41d0-4cd2-91dc-9560fc77262b,2011-07-11 00:00:00.000
43934,8,2011-07-04 00:00:00.000,2011-07-16 00:00:00.000,2011-07-11 00:00:00.000,5,1,SO43934,NULL,10-4030-011034,11034,NULL,9,18711,18711,1,4693,135113Vi24602,444,3399.99,271.9992,84.9998,3756.989,NULL,1bcb010b-4cfe-47a8-97b3-36ac761310be,2011-07-11 00:00:00.000
43935,8,2011-07-05 00:00:00.000,2011-07-17 00:00:00.000,2011-07-12 00:00:00.000,5,1,SO43935,NULL,10-4030-020048,20048,NULL,10,16643,16643,1,17801,1030405Vi92387,464,699.0982,55.9279,17.4775,772.5036,NULL,9be5634b-0a72-448a-a25d-1da9738956cb,2011-07-12 00:00:00.000
43936,8,2011-07-05 00:00:00.000,2011-07-17 00:00:00.000,2011-07-12 00:00:00.000,5,1,SO43936,NULL,10-4030-028065,28065,NULL,4,26957,26957,1,14720,131888Vi76277,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,276ed423-907c-4037-83a1-72ecc1bec79c,2011-07-12 00:00:00.000
43937,8,2011-07-05 00:00:00.000,2011-07-17 00:00:00.000,2011-07-12 00:00:00.000,5,1,SO43937,NULL,10-4030-017047,17047,NULL,9,24245,24245,1,3460,233635Vi18228,457,3578.27,286.2616,89.4568,3953.9884,NULL,1ad70c8a-26f3-47c3-bb07-a18c96c2e42e,2011-07-12 00:00:00.000
43938,8,2011-07-05 00:00:00.000,2011-07-17 00:00:00.000,2011-07-12 00:00:00.000,5,1,SO43938,NULL,10-4030-016686,16686,NULL,9,15337,15337,1,9400,934539Vi48457,457,3578.27,286.2616,89.4568,3953.9884,NULL,b9a6089f-3c38-4c1a-90ee-614f08ee96cd,2011-07-12 00:00:00.000
43939,8,2011-07-05 00:00:00.000,2011-07-17 00:00:00.000,2011-07-12 00:00:00.000,5,1,SO43939,NULL,10-4030-016659,16659,NULL,9,21292,21292,1,12524,834642Vi64787,457,3578.27,286.2616,89.4568,3953.9884,NULL,a8e58030-899b-4b88-9009-0c750bb7b22c,2011-07-12 00:00:00.000
43940,8,2011-07-05 00:00:00.000,2011-07-17 00:00:00.000,2011-07-12 00:00:00.000,5,1,SO43940,NULL,10-4030-025294,25294,NULL,9,17574,17574,1,1400,335432Vi7148,457,699.0982,55.9279,17.4775,772.5036,NULL,61bae15d-1c81-4350-9704-f603cdcdd4a8,2011-07-12 00:00:00.000
43941,8,2011-07-06 00:00:00.000,2011-07-18 00:00:00.000,2011-07-13 00:00:00.000,5,1,SO43941,NULL,10-4030-013600,13600,NULL,10,19186,19186,1,11686,531130Vi60461,477,3578.27,286.2616,89.4568,3953.9884,NULL,21d7bdce-9b9b-485e-b303-5f426c85a7bd,2011-07-13 00:00:00.000
43942,8,2011-07-06 00:00:00.000,2011-07-18 00:00:00.000,2011-07-13 00:00:00.000,5,1,SO43942,NULL,10-4030-017051,17051,NULL,9,14866,14866,1,19065,933639Vi99048,470,3578.27,286.2616,89.4568,3953.9884,NULL,5c542ec9-4051-4ea2-ae94-6912e6690d4a,2011-07-13 00:00:00.000
43943,8,2011-07-06 00:00:00.000,2011-07-18 00:00:00.000,2011-07-13 00:00:00.000,5,1,SO43943,NULL,10-4030-014565,14565,NULL,4,19488,19488,1,10093,133798Vi52021,NULL,699.0982,55.9279,17.4775,772.5036,NULL,af245a9b-9a3e-462a-a334-0093da74a3ef,2011-07-13 00:00:00.000
43944,8,2011-07-06 00:00:00.000,2011-07-18 00:00:00.000,2011-07-13 00:00:00.000,5,1,SO43944,NULL,10-4030-011054,11054,NULL,9,18844,18844,1,18160,734126Vi94160,470,3399.99,271.9992,84.9998,3756.989,NULL,9dc18692-56ec-4b86-b58e-8a9b52fd0018,2011-07-13 00:00:00.000
43945,8,2011-07-06 00:00:00.000,2011-07-18 00:00:00.000,2011-07-13 00:00:00.000,5,1,SO43945,NULL,10-4030-016675,16675,NULL,9,19751,19751,1,4559,934536Vi23897,470,3578.27,286.2616,89.4568,3953.9884,NULL,abce5e88-e866-4790-aef3-8a25006dfdd3,2011-07-13 00:00:00.000
43946,8,2011-07-06 00:00:00.000,2011-07-18 00:00:00.000,2011-07-13 00:00:00.000,5,1,SO43946,NULL,10-4030-016687,16687,NULL,9,23516,23516,1,1301,1034540Vi6608,470,3578.27,286.2616,89.4568,3953.9884,NULL,9db7c4d8-6717-4659-9d53-b25d48609bc2,2011-07-13 00:00:00.000
43947,8,2011-07-06 00:00:00.000,2011-07-18 00:00:00.000,2011-07-13 00:00:00.000,5,1,SO43947,NULL,10-4030-016712,16712,NULL,9,14056,14056,1,1890,134550Vi9795,470,3578.27,286.2616,89.4568,3953.9884,NULL,d462f178-c262-41b5-8da2-652a3b831e01,2011-07-13 00:00:00.000
43948,8,2011-07-06 00:00:00.000,2011-07-18 00:00:00.000,2011-07-13 00:00:00.000,5,1,SO43948,NULL,10-4030-011047,11047,NULL,9,21998,21998,1,8816,635119Vi45501,470,3399.99,271.9992,84.9998,3756.989,NULL,fb58b682-f867-4e8b-8454-3190d2002ed8,2011-07-13 00:00:00.000
43949,8,2011-07-07 00:00:00.000,2011-07-19 00:00:00.000,2011-07-14 00:00:00.000,5,1,SO43949,NULL,10-4030-027726,27726,NULL,4,19937,19937,1,12099,530210Vi62562,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,30f04300-ef4e-482f-a342-a6dd330d5614,2011-07-14 00:00:00.000
43950,8,2011-07-07 00:00:00.000,2011-07-19 00:00:00.000,2011-07-14 00:00:00.000,5,1,SO43950,NULL,10-4030-028014,28014,NULL,4,20434,20434,1,9620,830218Vi49567,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,23ef8508-36db-468e-951e-84f03e376728,2011-07-14 00:00:00.000
43951,8,2011-07-07 00:00:00.000,2011-07-19 00:00:00.000,2011-07-14 00:00:00.000,5,1,SO43951,NULL,10-4030-016696,16696,NULL,9,14933,14933,1,4649,434544Vi24387,483,3578.27,286.2616,89.4568,3953.9884,NULL,5253cfaa-1667-4f77-96d0-a5a4abed843b,2011-07-14 00:00:00.000
43952,8,2011-07-07 00:00:00.000,2011-07-19 00:00:00.000,2011-07-14 00:00:00.000,5,1,SO43952,NULL,10-4030-016639,16639,NULL,9,24077,24077,1,5213,734638Vi27263,483,3578.27,286.2616,89.4568,3953.9884,NULL,11dd119d-e49f-489f-89bd-53fc46d32410,2011-07-14 00:00:00.000
43953,8,2011-07-08 00:00:00.000,2011-07-20 00:00:00.000,2011-07-15 00:00:00.000,5,1,SO43953,NULL,10-4030-020049,20049,NULL,10,21405,21405,1,13222,1130407Vi68585,503,699.0982,55.9279,17.4775,772.5036,NULL,2df135b2-b950-41b1-9c70-09a6b2bf7f3f,2011-07-15 00:00:00.000
43954,8,2011-07-08 00:00:00.000,2011-07-20 00:00:00.000,2011-07-15 00:00:00.000,5,1,SO43954,NULL,10-4030-013602,13602,NULL,10,16657,16657,1,13315,631131Vi69068,503,3578.27,286.2616,89.4568,3953.9884,NULL,cc628ce3-e233-4e2b-aa2c-5cbfe4e055a7,2011-07-15 00:00:00.000
43955,8,2011-07-08 00:00:00.000,2011-07-20 00:00:00.000,2011-07-15 00:00:00.000,5,1,SO43955,NULL,10-4030-013661,13661,NULL,10,25143,25143,1,19068,731136Vi99060,503,3578.27,286.2616,89.4568,3953.9884,NULL,69956a67-5241-43d7-948c-22bbca9dda75,2011-07-15 00:00:00.000
43956,8,2011-07-08 00:00:00.000,2011-07-20 00:00:00.000,2011-07-15 00:00:00.000,5,1,SO43956,NULL,10-4030-011030,11030,NULL,9,26358,26358,1,9306,135109Vi47984,496,3399.99,271.9992,84.9998,3756.989,NULL,8ff2f317-8ba2-4906-b430-ed38a6532005,2011-07-15 00:00:00.000
43957,8,2011-07-09 00:00:00.000,2011-07-21 00:00:00.000,2011-07-16 00:00:00.000,5,1,SO43957,NULL,10-4030-028068,28068,NULL,4,12047,12047,1,5365,231891Vi28101,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,81366d84-43b1-437c-8e09-3707970ae9e1,2011-07-16 00:00:00.000
43958,8,2011-07-09 00:00:00.000,2011-07-21 00:00:00.000,2011-07-16 00:00:00.000,5,1,SO43958,NULL,10-4030-016658,16658,NULL,9,18015,18015,1,8948,734641Vi46103,509,3578.27,286.2616,89.4568,3953.9884,NULL,92be4287-4a28-4e98-b4ff-b79bae519dae,2011-07-16 00:00:00.000
43959,8,2011-07-09 00:00:00.000,2011-07-21 00:00:00.000,2011-07-16 00:00:00.000,5,1,SO43959,NULL,10-4030-011035,11035,NULL,9,23018,23018,1,9071,1035114Vi46818,509,3374.99,269.9992,84.3748,3729.364,NULL,362b8bfd-4d2d-410c-88d9-85828aebb79c,2011-07-16 00:00:00.000
43960,8,2011-07-09 00:00:00.000,2011-07-21 00:00:00.000,2011-07-16 00:00:00.000,5,1,SO43960,NULL,10-4030-011046,11046,NULL,9,28971,28971,1,14955,535118Vi77461,509,3374.99,269.9992,84.3748,3729.364,NULL,843d8b21-2fe7-44e7-8f4e-a10c677b3992,2011-07-16 00:00:00.000
43961,8,2011-07-10 00:00:00.000,2011-07-22 00:00:00.000,2011-07-17 00:00:00.000,5,1,SO43961,NULL,10-4030-028031,28031,NULL,4,19605,19605,1,7808,930225Vi40458,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,a1746282-2982-4ba9-957c-6e2c547fcc8c,2011-07-17 00:00:00.000
43962,8,2011-07-10 00:00:00.000,2011-07-22 00:00:00.000,2011-07-17 00:00:00.000,5,1,SO43962,NULL,10-4030-028076,28076,NULL,4,26676,26676,1,6829,1031894Vi35579,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11327513-4416-4f29-baf9-475d9a6a354a,2011-07-17 00:00:00.000
43963,8,2011-07-10 00:00:00.000,2011-07-22 00:00:00.000,2011-07-17 00:00:00.000,5,1,SO43963,NULL,10-4030-016685,16685,NULL,9,22808,22808,1,3262,434538Vi17176,522,3578.27,286.2616,89.4568,3953.9884,NULL,1ceea41b-9070-4215-a8d3-f2703b2b9ed3,2011-07-17 00:00:00.000
43964,8,2011-07-10 00:00:00.000,2011-07-22 00:00:00.000,2011-07-17 00:00:00.000,5,1,SO43964,NULL,10-4030-016745,16745,NULL,9,23287,23287,1,6168,1034557Vi32048,522,3578.27,286.2616,89.4568,3953.9884,NULL,1ae37391-8fb3-486c-8070-6480920c83f2,2011-07-17 00:00:00.000
43965,8,2011-07-10 00:00:00.000,2011-07-22 00:00:00.000,2011-07-17 00:00:00.000,5,1,SO43965,NULL,10-4030-011038,11038,NULL,9,27731,27731,1,10047,1135115Vi51730,522,3374.99,269.9992,84.3748,3729.364,NULL,1ab4f73b-b3a2-4963-9041-4902a011fbbc,2011-07-17 00:00:00.000
43966,8,2011-07-10 00:00:00.000,2011-07-22 00:00:00.000,2011-07-17 00:00:00.000,5,1,SO43966,NULL,10-4030-011039,11039,NULL,9,24751,24751,1,11169,1135116Vi57638,522,3399.99,271.9992,84.9998,3756.989,NULL,7064b6b3-bae2-426d-a9f6-143eebf0d3c0,2011-07-17 00:00:00.000
43967,8,2011-07-11 00:00:00.000,2011-07-23 00:00:00.000,2011-07-18 00:00:00.000,5,1,SO43967,NULL,10-4030-028040,28040,NULL,1,25586,25586,1,3376,1030228Vi17779,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,a41c48b7-1a09-4772-90a8-23a1cb6cad9a,2011-07-18 00:00:00.000
43968,8,2011-07-11 00:00:00.000,2011-07-23 00:00:00.000,2011-07-18 00:00:00.000,5,1,SO43968,NULL,10-4030-028067,28067,NULL,4,28431,28431,1,18833,331890Vi97844,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,72adb7f0-3729-4017-b943-5b59b3cf0611,2011-07-18 00:00:00.000
43969,8,2011-07-11 00:00:00.000,2011-07-23 00:00:00.000,2011-07-18 00:00:00.000,5,1,SO43969,NULL,10-4030-028071,28071,NULL,4,21890,21890,1,5284,1231893Vi27632,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,c4317075-e3ca-496c-9cea-52e68eae1abc,2011-07-18 00:00:00.000
43970,8,2011-07-11 00:00:00.000,2011-07-23 00:00:00.000,2011-07-18 00:00:00.000,5,1,SO43970,NULL,10-4030-016684,16684,NULL,9,29208,29208,1,NULL,NULL,535,3578.27,286.2616,89.4568,3953.9884,NULL,e824db08-43dc-4281-ac8d-afb1196e07f0,2011-07-18 00:00:00.000
43971,8,2011-07-11 00:00:00.000,2011-07-23 00:00:00.000,2011-07-18 00:00:00.000,5,1,SO43971,NULL,10-4030-016657,16657,NULL,9,13844,13844,1,9820,1034640Vi50592,535,3578.27,286.2616,89.4568,3953.9884,NULL,5459dd34-ebe2-478b-84f0-b55f08235123,2011-07-18 00:00:00.000
43972,8,2011-07-12 00:00:00.000,2011-07-24 00:00:00.000,2011-07-19 00:00:00.000,5,1,SO43972,NULL,10-4030-021939,21939,NULL,6,25027,25027,1,2888,630220Vi15048,550,3578.27,286.2616,89.4568,3953.9884,NULL,8c6e3938-e12f-421a-928e-4d8490cc5ad7,2011-07-19 00:00:00.000
43973,8,2011-07-12 00:00:00.000,2011-07-24 00:00:00.000,2011-07-19 00:00:00.000,5,1,SO43973,NULL,10-4030-028039,28039,NULL,4,13444,13444,1,4947,930227Vi25968,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,eecd1b6e-5167-4293-bc7d-eebd20ea57b0,2011-07-19 00:00:00.000
43974,8,2011-07-12 00:00:00.000,2011-07-24 00:00:00.000,2011-07-19 00:00:00.000,5,1,SO43974,NULL,10-4030-013687,13687,NULL,10,25873,25873,1,18889,331022Vi98154,555,3578.27,286.2616,89.4568,3953.9884,NULL,1df428ed-4b75-49e6-bd8d-84f7404f9496,2011-07-19 00:00:00.000
43975,8,2011-07-12 00:00:00.000,2011-07-24 00:00:00.000,2011-07-19 00:00:00.000,5,1,SO43975,NULL,10-4030-013540,13540,NULL,8,24395,24395,1,4964,1031135Vi26030,552,3578.27,286.2616,89.4568,3953.9884,NULL,e174d511-5800-4928-ad70-57f6aeb0a54c,2011-07-19 00:00:00.000
43976,8,2011-07-12 00:00:00.000,2011-07-24 00:00:00.000,2011-07-19 00:00:00.000,5,1,SO43976,NULL,10-4030-028063,28063,NULL,4,18656,18656,1,3080,1231886Vi16221,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,6785892c-afb2-4177-813b-6b07628669f1,2011-07-19 00:00:00.000
43977,8,2011-07-12 00:00:00.000,2011-07-24 00:00:00.000,2011-07-19 00:00:00.000,5,1,SO43977,NULL,10-4030-016703,16703,NULL,9,25353,25353,1,6914,334547Vi35999,548,3578.27,286.2616,89.4568,3953.9884,NULL,4c3702d6-5ade-4bbc-9128-f4e8060a71a8,2011-07-19 00:00:00.000
43978,8,2011-07-13 00:00:00.000,2011-07-25 00:00:00.000,2011-07-20 00:00:00.000,5,1,SO43978,NULL,10-4030-028030,28030,NULL,1,25351,25351,1,12614,1230223Vi65238,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,bfefbbc9-ddf7-4b78-8ee0-43ec36e57901,2011-07-20 00:00:00.000
43979,8,2011-07-13 00:00:00.000,2011-07-25 00:00:00.000,2011-07-20 00:00:00.000,5,1,SO43979,NULL,10-4030-014576,14576,NULL,1,12682,12682,1,1937,733800Vi10105,NULL,699.0982,55.9279,17.4775,772.5036,NULL,5099317f-d53c-4bd7-aeac-7df352ad2e23,2011-07-20 00:00:00.000
43980,8,2011-07-13 00:00:00.000,2011-07-25 00:00:00.000,2011-07-20 00:00:00.000,5,1,SO43980,NULL,10-4030-011048,11048,NULL,9,22583,22583,1,17271,634123Vi89664,561,3374.99,269.9992,84.3748,3729.364,NULL,201bf2fc-298f-4cab-969c-735025222e50,2011-07-20 00:00:00.000
43981,8,2011-07-13 00:00:00.000,2011-07-25 00:00:00.000,2011-07-20 00:00:00.000,5,1,SO43981,NULL,10-4030-016664,16664,NULL,9,18948,18948,1,14104,734535Vi73154,561,3578.27,286.2616,89.4568,3953.9884,NULL,3c0c3685-cb0e-4d58-bb41-a1280290f054,2011-07-20 00:00:00.000
43982,8,2011-07-13 00:00:00.000,2011-07-25 00:00:00.000,2011-07-20 00:00:00.000,5,1,SO43982,NULL,10-4030-025271,25271,NULL,9,25894,25894,1,13227,735429Vi68619,561,699.0982,55.9279,17.4775,772.5036,NULL,721038ec-8fa5-48cc-b706-04892af7f614,2011-07-20 00:00:00.000
43983,8,2011-07-14 00:00:00.000,2011-07-26 00:00:00.000,2011-07-21 00:00:00.000,5,1,SO43983,NULL,10-4030-028017,28017,NULL,1,27287,27287,1,13899,630219Vi72064,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,3fd3bcb9-654c-4b64-84be-657e43bdea0c,2011-07-21 00:00:00.000
43984,8,2011-07-14 00:00:00.000,2011-07-26 00:00:00.000,2011-07-21 00:00:00.000,5,1,SO43984,NULL,10-4030-013545,13545,NULL,8,18444,18444,1,14141,1231027Vi73375,578,3578.27,286.2616,89.4568,3953.9884,NULL,4f4905da-2318-4f7b-a128-90a8b527cc06,2011-07-21 00:00:00.000
43985,8,2011-07-14 00:00:00.000,2011-07-26 00:00:00.000,2011-07-21 00:00:00.000,5,1,SO43985,NULL,10-4030-013515,13515,NULL,8,13896,13896,1,6184,1031133Vi32137,578,3578.27,286.2616,89.4568,3953.9884,NULL,a5349675-6e2d-46eb-945b-d217af3af2c5,2011-07-21 00:00:00.000
43986,8,2011-07-14 00:00:00.000,2011-07-26 00:00:00.000,2011-07-21 00:00:00.000,5,1,SO43986,NULL,10-4030-028070,28070,NULL,4,24410,24410,1,17988,431892Vi93331,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,ef3ed323-a388-4893-b6ec-43cc11bdbf5d,2011-07-21 00:00:00.000
43987,8,2011-07-15 00:00:00.000,2011-07-27 00:00:00.000,2011-07-22 00:00:00.000,5,1,SO43987,NULL,10-4030-028042,28042,NULL,4,28003,28003,1,11724,730230Vi60646,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,fb9cf1f0-b6b8-446a-aa17-401453202da3,2011-07-22 00:00:00.000
